customer_id,account,status,updated
CUST103739,Premium,Active,2025-06-03
CUST103740,Free,Active,2025-06-14
CUST103741,Premium,Active,2025-06-06
CUST103742,Premium,Inactive,2025-06-08
CUST103743,Premium,Active,2025-06-12
CUST103744,Free,Active,2025-06-02
CUST103745,Premium,Active,2025-06-21
CUST103746,Premium,Inactive,2025-06-18
CUST103747,Free,Active,2025-06-18
CUST103748,Free,Inactive,2025-06-11
CUST103749,Premium,Active,2025-06-20
CUST103750,Premium,Active,2025-06-18
CUST103751,Premium,Inactive,2025-06-18
CUST103752,Free,Inactive,2025-06-14
CUST103753,Free,Active,2025-06-20
CUST103754,Free,Active,2025-06-18
CUST103755,Premium,Inactive,2025-06-07
CUST103756,Free,Active,2025-06-10
CUST103757,Free,Active,2025-06-07
CUST103758,Free,Inactive,2025-06-22
CUST103759,Free,Inactive,2025-06-21
CUST103760,Premium,Active,2025-06-05
CUST103761,Free,Inactive,2025-06-05
CUST103762,Premium,Active,2025-06-13
CUST103763,Free,Inactive,2025-06-17
CUST103764,Premium,Active,2025-06-07
CUST103765,Free,Active,2025-06-15
CUST103766,Free,Active,2025-06-16
CUST103767,Premium,Inactive,2025-06-13
CUST103768,Premium,Active,2025-06-17
CUST103769,Free,Active,2025-06-09
CUST103770,Premium,Active,2025-06-10
CUST103771,Premium,Inactive,2025-06-08
CUST103772,Free,Active,2025-06-14
CUST103773,Premium,Active,2025-06-18
CUST103774,Free,Inactive,2025-06-12
CUST103775,Premium,Inactive,2025-06-02
CUST103776,Free,Active,2025-06-13
CUST103777,Premium,Active,2025-06-19
CUST103778,Free,Inactive,2025-06-15
CUST103779,Free,Inactive,2025-06-22
CUST103780,Free,Inactive,2025-06-02
CUST103781,Free,Inactive,2025-06-05
CUST103782,Free,Active,2025-06-22
CUST103783,Free,Inactive,2025-06-09
CUST103784,Free,Active,2025-06-21
CUST103785,Premium,Inactive,2025-06-18
CUST103786,Premium,Inactive,2025-06-16
CUST103787,Free,Inactive,2025-06-10
CUST103788,Free,Inactive,2025-06-20
CUST103789,Free,Active,2025-06-22
CUST103790,Free,Active,2025-06-07
CUST103791,Premium,Inactive,2025-06-10
CUST103792,Free,Inactive,2025-06-09
CUST103793,Premium,Active,2025-06-20
CUST103794,Premium,Active,2025-06-12
CUST103795,Premium,Active,2025-06-03
CUST103796,Free,Inactive,2025-06-05
CUST103797,Free,Active,2025-06-22
CUST103798,Free,Active,2025-06-12
CUST103799,Free,Inactive,2025-06-22
CUST103800,Premium,Active,2025-06-04
CUST103801,Free,Inactive,2025-06-15
CUST103802,Free,Active,2025-06-06
CUST103803,Premium,Inactive,2025-06-01
CUST103804,Free,Inactive,2025-06-10
CUST103805,Free,Inactive,2025-06-15
CUST103806,Free,Active,2025-06-09
CUST103807,Premium,Inactive,2025-06-15
CUST103808,Premium,Active,2025-06-19
CUST103809,Free,Active,2025-06-15
CUST103810,Free,Inactive,2025-06-13
CUST103811,Premium,Active,2025-06-05
CUST103812,Premium,Inactive,2025-06-08
CUST103813,Free,Inactive,2025-06-02
CUST103814,Premium,Inactive,2025-06-13
CUST103815,Premium,Active,2025-06-22
CUST103816,Premium,Inactive,2025-06-17
CUST103817,Free,Active,2025-06-05
CUST103818,Premium,Active,2025-06-11
CUST103819,Premium,Active,2025-06-20
CUST103820,Free,Inactive,2025-06-01
CUST103821,Premium,Active,2025-06-03
CUST103822,Premium,Active,2025-06-19
CUST103823,Free,Active,2025-06-06
CUST103824,Free,Active,2025-06-17
CUST103825,Free,Active,2025-06-16
CUST103826,Free,Inactive,2025-06-14
CUST103827,Premium,Inactive,2025-06-10
CUST103828,Premium,Active,2025-06-02
CUST103829,Premium,Active,2025-06-16
CUST103830,Free,Inactive,2025-06-14
CUST103831,Free,Inactive,2025-06-15
CUST103832,Premium,Active,2025-06-13
CUST103833,Free,Inactive,2025-06-01
CUST103834,Free,Inactive,2025-06-09
CUST103835,Free,Active,2025-06-01
CUST103836,Free,Active,2025-06-13
CUST103837,Free,Inactive,2025-06-01
CUST103838,Premium,Active,2025-06-03
CUST103839,Free,Inactive,2025-06-22
CUST103840,Free,Active,2025-06-16
CUST103841,Premium,Active,2025-06-15
CUST103842,Premium,Inactive,2025-06-04
CUST103843,Free,Active,2025-06-18
CUST103844,Free,Inactive,2025-06-08
CUST103845,Premium,Inactive,2025-06-14
CUST103846,Free,Active,2025-06-01
CUST103847,Premium,Active,2025-06-16
CUST103848,Premium,Inactive,2025-06-20
CUST103849,Free,Inactive,2025-06-05
CUST103850,Premium,Inactive,2025-06-08
CUST103851,Premium,Inactive,2025-06-16
CUST103852,Free,Inactive,2025-06-01
CUST103853,Premium,Inactive,2025-06-09
CUST103854,Free,Active,2025-06-12
CUST103855,Premium,Inactive,2025-06-09
CUST103856,Premium,Active,2025-06-02
CUST103857,Free,Active,2025-06-02
CUST103858,Premium,Inactive,2025-06-22
CUST103859,Premium,Active,2025-06-13
CUST103860,Free,Active,2025-06-16
CUST103861,Free,Active,2025-06-12
CUST103862,Premium,Active,2025-06-05
CUST103863,Free,Active,2025-06-18
CUST103864,Premium,Active,2025-06-01
CUST103865,Premium,Inactive,2025-06-03
CUST103866,Premium,Active,2025-06-18
CUST103867,Premium,Active,2025-06-06
CUST103868,Premium,Inactive,2025-06-16
CUST103869,Free,Active,2025-06-15
CUST103870,Free,Active,2025-06-19
CUST103871,Premium,Inactive,2025-06-09
CUST103872,Premium,Active,2025-06-05
CUST103873,Free,Inactive,2025-06-12
CUST103874,Premium,Active,2025-06-08
CUST103875,Free,Inactive,2025-06-11
CUST103876,Free,Active,2025-06-07
CUST103877,Free,Inactive,2025-06-14
CUST103878,Free,Inactive,2025-06-10
CUST103879,Premium,Inactive,2025-06-12
CUST103880,Free,Active,2025-06-18
CUST103881,Free,Active,2025-06-07
CUST103882,Premium,Active,2025-06-02
CUST103883,Free,Active,2025-06-04
CUST103884,Free,Inactive,2025-06-18
CUST103885,Premium,Active,2025-06-03
CUST103886,Free,Inactive,2025-06-17
CUST103887,Premium,Inactive,2025-06-14
CUST103888,Free,Active,2025-06-07
CUST103889,Premium,Inactive,2025-06-20
CUST103890,Free,Active,2025-06-04
CUST103891,Premium,Active,2025-06-07
CUST103892,Premium,Active,2025-06-07
CUST103893,Free,Inactive,2025-06-12
CUST103894,Free,Active,2025-06-16
CUST103895,Free,Inactive,2025-06-05
CUST103896,Premium,Active,2025-06-13
CUST103897,Premium,Inactive,2025-06-15
CUST103898,Premium,Inactive,2025-06-04
CUST103899,Premium,Inactive,2025-06-13
CUST103900,Free,Active,2025-06-09
CUST103901,Premium,Inactive,2025-06-08
CUST103902,Premium,Inactive,2025-06-18
CUST103903,Premium,Active,2025-06-22
CUST103904,Free,Active,2025-06-05
CUST103905,Free,Active,2025-06-09
CUST103906,Free,Inactive,2025-06-10
CUST103907,Premium,Active,2025-06-18
CUST103908,Premium,Active,2025-06-12
CUST103909,Free,Inactive,2025-06-05
CUST103910,Premium,Inactive,2025-06-09
CUST103911,Premium,Inactive,2025-06-16
CUST103912,Free,Active,2025-06-18
CUST103913,Free,Active,2025-06-05
CUST103914,Premium,Active,2025-06-18
CUST103915,Premium,Active,2025-06-19
CUST103916,Premium,Active,2025-06-15
CUST103917,Premium,Inactive,2025-06-16
CUST103918,Free,Inactive,2025-06-13
CUST103919,Premium,Inactive,2025-06-05
CUST103920,Premium,Active,2025-06-02
CUST103921,Free,Inactive,2025-06-07
CUST103922,Premium,Active,2025-06-22
CUST103923,Free,Active,2025-06-04
CUST103924,Free,Active,2025-06-03
CUST103925,Premium,Inactive,2025-06-14
CUST103926,Free,Inactive,2025-06-06
CUST103927,Free,Active,2025-06-13
CUST103928,Premium,Inactive,2025-06-10
CUST103929,Free,Active,2025-06-02
CUST103930,Premium,Inactive,2025-06-19
CUST103931,Free,Active,2025-06-03
CUST103932,Premium,Active,2025-06-02
CUST103933,Free,Inactive,2025-06-14
CUST103934,Free,Inactive,2025-06-04
CUST103935,Free,Inactive,2025-06-06
CUST103936,Free,Inactive,2025-06-15
CUST103937,Free,Inactive,2025-06-12
CUST103938,Free,Active,2025-06-13
CUST103939,Free,Inactive,2025-06-20
CUST103940,Premium,Inactive,2025-06-22
CUST103941,Premium,Inactive,2025-06-11
CUST103942,Free,Active,2025-06-09
CUST103943,Free,Inactive,2025-06-09
CUST103944,Free,Inactive,2025-06-11
CUST103945,Premium,Inactive,2025-06-02
CUST103946,Free,Inactive,2025-06-08
CUST103947,Premium,Active,2025-06-20
CUST103948,Free,Active,2025-06-02
CUST103949,Free,Inactive,2025-06-19
CUST103950,Free,Active,2025-06-12
CUST103951,Premium,Active,2025-06-09
CUST103952,Free,Active,2025-06-18
CUST103953,Free,Inactive,2025-06-09
CUST103954,Premium,Inactive,2025-06-13
CUST103955,Premium,Inactive,2025-06-06
CUST103956,Free,Inactive,2025-06-19
CUST103957,Free,Active,2025-06-02
CUST103958,Free,Active,2025-06-06
CUST103959,Premium,Inactive,2025-06-18
CUST103960,Premium,Active,2025-06-09
CUST103961,Free,Inactive,2025-06-06
CUST103962,Free,Inactive,2025-06-07
CUST103963,Premium,Active,2025-06-04
CUST103964,Premium,Inactive,2025-06-13
CUST103965,Free,Inactive,2025-06-13
CUST103966,Free,Inactive,2025-06-13
CUST103967,Free,Active,2025-06-17
CUST103968,Free,Active,2025-06-04
CUST103969,Free,Inactive,2025-06-08
CUST103970,Free,Active,2025-06-04
CUST103971,Premium,Inactive,2025-06-07
CUST103972,Premium,Active,2025-06-19
CUST103973,Free,Inactive,2025-06-11
CUST103974,Free,Active,2025-06-20
CUST103975,Premium,Active,2025-06-05
CUST103976,Free,Inactive,2025-06-01
CUST103977,Premium,Active,2025-06-22
CUST103978,Premium,Inactive,2025-06-19
CUST103979,Premium,Inactive,2025-06-08
CUST103980,Premium,Inactive,2025-06-10
CUST103981,Free,Inactive,2025-06-20
CUST103982,Free,Inactive,2025-06-17
CUST103983,Free,Active,2025-06-05
CUST103984,Premium,Active,2025-06-01
CUST103985,Free,Inactive,2025-06-16
CUST103986,Premium,Inactive,2025-06-17
CUST103987,Free,Inactive,2025-06-17
CUST103988,Premium,Inactive,2025-06-19
CUST103989,Free,Inactive,2025-06-16
CUST103990,Free,Inactive,2025-06-12
CUST103991,Premium,Active,2025-06-11
CUST103992,Premium,Inactive,2025-06-04
CUST103993,Premium,Inactive,2025-06-15
CUST103994,Premium,Inactive,2025-06-14
CUST103995,Premium,Active,2025-06-10
CUST103996,Premium,Active,2025-06-12
CUST103997,Premium,Inactive,2025-06-08
CUST103998,Premium,Inactive,2025-06-03
CUST103999,Premium,Active,2025-06-12
CUST104000,Free,Inactive,2025-06-09
CUST104001,Free,Inactive,2025-06-09
CUST104002,Premium,Inactive,2025-06-08
CUST104003,Premium,Inactive,2025-06-03
CUST104004,Free,Inactive,2025-06-15
CUST104005,Premium,Active,2025-06-07
CUST104006,Premium,Inactive,2025-06-02
CUST104007,Free,Active,2025-06-14
CUST104008,Free,Inactive,2025-06-21
CUST104009,Free,Inactive,2025-06-01
CUST104010,Premium,Active,2025-06-13
CUST104011,Free,Inactive,2025-06-13
CUST104012,Free,Active,2025-06-08
CUST104013,Premium,Inactive,2025-06-14
CUST104014,Premium,Active,2025-06-14
CUST104015,Premium,Active,2025-06-03
CUST104016,Free,Active,2025-06-17
CUST104017,Premium,Active,2025-06-13
CUST104018,Free,Inactive,2025-06-13
CUST104019,Premium,Inactive,2025-06-19
CUST104020,Free,Active,2025-06-17
CUST104021,Free,Active,2025-06-09
CUST104022,Free,Inactive,2025-06-13
CUST104023,Free,Inactive,2025-06-14
CUST104024,Free,Inactive,2025-06-08
CUST104025,Premium,Active,2025-06-15
CUST104026,Premium,Inactive,2025-06-13
CUST104027,Premium,Active,2025-06-01
CUST104028,Premium,Active,2025-06-22
CUST104029,Premium,Inactive,2025-06-20
CUST104030,Premium,Active,2025-06-20
CUST104031,Premium,Inactive,2025-06-06
CUST104032,Free,Active,2025-06-08
CUST104033,Free,Inactive,2025-06-09
CUST104034,Free,Active,2025-06-03
CUST104035,Free,Active,2025-06-22
CUST104036,Free,Inactive,2025-06-12
CUST104037,Free,Active,2025-06-10
CUST104038,Premium,Active,2025-06-08
CUST104039,Free,Inactive,2025-06-20
CUST104040,Premium,Active,2025-06-06
CUST104041,Premium,Active,2025-06-13
CUST104042,Free,Active,2025-06-11
CUST104043,Premium,Active,2025-06-18
CUST104044,Free,Inactive,2025-06-06
CUST104045,Free,Inactive,2025-06-13
CUST104046,Free,Active,2025-06-06
CUST104047,Free,Inactive,2025-06-17
CUST104048,Premium,Inactive,2025-06-03
CUST104049,Premium,Inactive,2025-06-17
CUST104050,Premium,Active,2025-06-19
CUST104051,Free,Active,2025-06-13
CUST104052,Free,Inactive,2025-06-22
CUST104053,Premium,Inactive,2025-06-18
CUST104054,Free,Active,2025-06-01
CUST104055,Free,Inactive,2025-06-21
CUST104056,Premium,Active,2025-06-05
CUST104057,Free,Active,2025-06-08
CUST104058,Free,Active,2025-06-03
CUST104059,Premium,Inactive,2025-06-21
CUST104060,Free,Inactive,2025-06-12
CUST104061,Free,Inactive,2025-06-09
CUST104062,Free,Active,2025-06-07
CUST104063,Premium,Inactive,2025-06-14
CUST104064,Free,Inactive,2025-06-09
CUST104065,Premium,Inactive,2025-06-17
CUST104066,Premium,Active,2025-06-22
CUST104067,Premium,Active,2025-06-21
CUST104068,Premium,Inactive,2025-06-13
CUST104069,Premium,Active,2025-06-15
CUST104070,Free,Inactive,2025-06-22
CUST104071,Premium,Active,2025-06-21
CUST104072,Premium,Inactive,2025-06-07
CUST104073,Free,Active,2025-06-07
CUST104074,Premium,Inactive,2025-06-16
CUST104075,Premium,Active,2025-06-22
CUST104076,Premium,Inactive,2025-06-04
CUST104077,Premium,Active,2025-06-15
CUST104078,Free,Inactive,2025-06-19
CUST104079,Free,Inactive,2025-06-12
CUST104080,Free,Inactive,2025-06-07
CUST104081,Premium,Active,2025-06-06
CUST104082,Premium,Active,2025-06-15
CUST104083,Free,Active,2025-06-21
CUST104084,Premium,Active,2025-06-11
CUST104085,Premium,Active,2025-06-14
CUST104086,Free,Inactive,2025-06-15
CUST104087,Free,Inactive,2025-06-08
CUST104088,Premium,Inactive,2025-06-16
CUST104089,Free,Inactive,2025-06-20
CUST104090,Free,Active,2025-06-19
CUST104091,Premium,Active,2025-06-05
CUST104092,Premium,Active,2025-06-07
CUST104093,Premium,Active,2025-06-09
CUST104094,Premium,Active,2025-06-22
CUST104095,Free,Inactive,2025-06-01
CUST104096,Premium,Inactive,2025-06-10
CUST104097,Premium,Inactive,2025-06-12
CUST104098,Free,Inactive,2025-06-15
CUST104099,Premium,Inactive,2025-06-20
CUST104100,Premium,Active,2025-06-17
CUST104101,Free,Inactive,2025-06-17
CUST104102,Premium,Inactive,2025-06-12
CUST104103,Free,Active,2025-06-15
CUST104104,Free,Active,2025-06-06
CUST104105,Free,Inactive,2025-06-10
CUST104106,Premium,Active,2025-06-17
CUST104107,Premium,Inactive,2025-06-14
CUST104108,Free,Inactive,2025-06-15
CUST104109,Free,Active,2025-06-19
CUST104110,Premium,Active,2025-06-07
CUST104111,Premium,Inactive,2025-06-16
CUST104112,Premium,Inactive,2025-06-07
CUST104113,Premium,Active,2025-06-18
CUST104114,Free,Active,2025-06-18
CUST104115,Free,Active,2025-06-03
CUST104116,Free,Inactive,2025-06-21
CUST104117,Premium,Active,2025-06-05
CUST104118,Premium,Inactive,2025-06-19
CUST104119,Free,Active,2025-06-08
CUST104120,Free,Inactive,2025-06-08
CUST104121,Free,Inactive,2025-06-12
CUST104122,Premium,Active,2025-06-19
CUST104123,Free,Inactive,2025-06-09
CUST104124,Free,Active,2025-06-08
CUST104125,Premium,Active,2025-06-12
CUST104126,Free,Inactive,2025-06-05
CUST104127,Free,Active,2025-06-21
CUST104128,Premium,Inactive,2025-06-01
CUST104129,Free,Inactive,2025-06-06
CUST104130,Free,Active,2025-06-13
CUST104131,Free,Inactive,2025-06-01
CUST104132,Free,Inactive,2025-06-12
CUST104133,Premium,Inactive,2025-06-19
CUST104134,Premium,Inactive,2025-06-21
CUST104135,Free,Inactive,2025-06-22
CUST104136,Free,Active,2025-06-14
CUST104137,Free,Inactive,2025-06-03
CUST104138,Premium,Inactive,2025-06-08
CUST104139,Free,Inactive,2025-06-20
CUST104140,Free,Inactive,2025-06-04
CUST104141,Free,Active,2025-06-15
CUST104142,Free,Inactive,2025-06-08
CUST104143,Free,Active,2025-06-17
CUST104144,Premium,Inactive,2025-06-06
CUST104145,Free,Inactive,2025-06-21
CUST104146,Free,Inactive,2025-06-08
CUST104147,Free,Active,2025-06-17
CUST104148,Premium,Inactive,2025-06-19
CUST104149,Free,Inactive,2025-06-16
CUST104150,Premium,Inactive,2025-06-04
CUST104151,Free,Inactive,2025-06-02
CUST104152,Free,Inactive,2025-06-03
CUST104153,Premium,Active,2025-06-20
CUST104154,Free,Active,2025-06-21
CUST104155,Premium,Active,2025-06-14
CUST104156,Premium,Active,2025-06-04
CUST104157,Free,Active,2025-06-18
CUST104158,Premium,Inactive,2025-06-21
CUST104159,Free,Active,2025-06-17
CUST104160,Premium,Active,2025-06-20
CUST104161,Free,Inactive,2025-06-06
CUST104162,Premium,Inactive,2025-06-10
CUST104163,Free,Active,2025-06-16
CUST104164,Free,Active,2025-06-17
CUST104165,Premium,Inactive,2025-06-18
CUST104166,Free,Active,2025-06-07
CUST104167,Premium,Active,2025-06-05
CUST104168,Premium,Active,2025-06-09
CUST104169,Free,Active,2025-06-10
CUST104170,Free,Active,2025-06-03
CUST104171,Free,Inactive,2025-06-04
CUST104172,Free,Inactive,2025-06-15
CUST104173,Premium,Active,2025-06-08
CUST104174,Premium,Inactive,2025-06-09
CUST104175,Free,Active,2025-06-04
CUST104176,Premium,Inactive,2025-06-03
CUST104177,Premium,Inactive,2025-06-07
CUST104178,Free,Inactive,2025-06-03
CUST104179,Premium,Active,2025-06-11
CUST104180,Premium,Active,2025-06-04
CUST104181,Premium,Inactive,2025-06-08
CUST104182,Free,Active,2025-06-22
CUST104183,Free,Active,2025-06-22
CUST104184,Free,Inactive,2025-06-04
CUST104185,Free,Inactive,2025-06-13
CUST104186,Free,Active,2025-06-18
CUST104187,Premium,Active,2025-06-18
CUST104188,Free,Inactive,2025-06-08
CUST104189,Free,Inactive,2025-06-01
CUST104190,Free,Active,2025-06-06
CUST104191,Premium,Active,2025-06-20
CUST104192,Free,Inactive,2025-06-04
CUST104193,Premium,Active,2025-06-20
CUST104194,Free,Active,2025-06-18
CUST104195,Free,Inactive,2025-06-01
CUST104196,Premium,Inactive,2025-06-03
CUST104197,Premium,Active,2025-06-06
CUST104198,Premium,Inactive,2025-06-14
CUST104199,Premium,Active,2025-06-04
CUST104200,Premium,Active,2025-06-22
CUST104201,Premium,Active,2025-06-12
CUST104202,Premium,Active,2025-06-21
CUST104203,Premium,Active,2025-06-15
CUST104204,Free,Inactive,2025-06-04
CUST104205,Premium,Inactive,2025-06-11
CUST104206,Premium,Active,2025-06-21
CUST104207,Free,Active,2025-06-12
CUST104208,Premium,Inactive,2025-06-08
CUST104209,Premium,Inactive,2025-06-09
CUST104210,Free,Active,2025-06-21
CUST104211,Free,Active,2025-06-09
CUST104212,Free,Inactive,2025-06-20
CUST104213,Premium,Active,2025-06-14
CUST104214,Free,Inactive,2025-06-13
CUST104215,Free,Inactive,2025-06-02
CUST104216,Free,Active,2025-06-21
CUST104217,Free,Active,2025-06-09
CUST104218,Premium,Inactive,2025-06-14
CUST104219,Free,Active,2025-06-21
CUST104220,Premium,Inactive,2025-06-01
CUST104221,Free,Active,2025-06-03
CUST104222,Free,Inactive,2025-06-11
CUST104223,Premium,Active,2025-06-11
CUST104224,Free,Inactive,2025-06-07
CUST104225,Free,Inactive,2025-06-20
CUST104226,Free,Inactive,2025-06-16
CUST104227,Premium,Inactive,2025-06-07
CUST104228,Premium,Inactive,2025-06-22
CUST104229,Free,Inactive,2025-06-01
CUST104230,Free,Inactive,2025-06-18
CUST104231,Premium,Inactive,2025-06-01
CUST104232,Premium,Active,2025-06-05
CUST104233,Premium,Inactive,2025-06-03
CUST104234,Premium,Active,2025-06-12
CUST104235,Free,Inactive,2025-06-07
CUST104236,Free,Active,2025-06-11
CUST104237,Free,Inactive,2025-06-04
CUST104238,Free,Inactive,2025-06-19
CUST104239,Premium,Active,2025-06-09
CUST104240,Premium,Inactive,2025-06-21
CUST104241,Premium,Inactive,2025-06-04
CUST104242,Premium,Active,2025-06-01
CUST104243,Premium,Inactive,2025-06-04
CUST104244,Free,Active,2025-06-17
CUST104245,Premium,Active,2025-06-11
CUST104246,Premium,Active,2025-06-20
CUST104247,Premium,Inactive,2025-06-17
CUST104248,Premium,Active,2025-06-21
CUST104249,Premium,Active,2025-06-11
CUST104250,Free,Active,2025-06-18
CUST104251,Free,Inactive,2025-06-16
CUST104252,Premium,Active,2025-06-08
CUST104253,Free,Inactive,2025-06-13
CUST104254,Free,Active,2025-06-14
CUST104255,Premium,Active,2025-06-15
CUST104256,Free,Inactive,2025-06-22
CUST104257,Free,Inactive,2025-06-19
CUST104258,Free,Inactive,2025-06-19
CUST104259,Free,Active,2025-06-17
CUST104260,Premium,Inactive,2025-06-05
CUST104261,Premium,Inactive,2025-06-12
CUST104262,Premium,Active,2025-06-16
CUST104263,Free,Inactive,2025-06-12
CUST104264,Premium,Inactive,2025-06-04
CUST104265,Free,Active,2025-06-03
CUST104266,Free,Active,2025-06-17
CUST104267,Premium,Inactive,2025-06-06
CUST104268,Premium,Inactive,2025-06-06
CUST104269,Free,Active,2025-06-02
CUST104270,Free,Inactive,2025-06-16
CUST104271,Free,Active,2025-06-18
CUST104272,Free,Active,2025-06-16
CUST104273,Premium,Active,2025-06-11
CUST104274,Free,Active,2025-06-05
CUST104275,Free,Inactive,2025-06-07
CUST104276,Premium,Active,2025-06-01
CUST104277,Premium,Active,2025-06-05
CUST104278,Premium,Active,2025-06-21
CUST104279,Free,Inactive,2025-06-21
CUST104280,Premium,Inactive,2025-06-16
CUST104281,Premium,Inactive,2025-06-17
CUST104282,Free,Active,2025-06-15
CUST104283,Free,Active,2025-06-11
CUST104284,Premium,Active,2025-06-05
CUST104285,Free,Active,2025-06-13
CUST104286,Free,Active,2025-06-02
CUST104287,Premium,Active,2025-06-10
CUST104288,Premium,Active,2025-06-22
CUST104289,Premium,Inactive,2025-06-11
CUST104290,Premium,Active,2025-06-06
CUST104291,Free,Inactive,2025-06-08
CUST104292,Free,Inactive,2025-06-08
CUST104293,Premium,Inactive,2025-06-02
CUST104294,Free,Inactive,2025-06-02
CUST104295,Free,Inactive,2025-06-10
CUST104296,Free,Inactive,2025-06-11
CUST104297,Premium,Inactive,2025-06-22
CUST104298,Free,Active,2025-06-15
CUST104299,Free,Active,2025-06-08
CUST104300,Premium,Active,2025-06-01
CUST104301,Premium,Active,2025-06-06
CUST104302,Free,Active,2025-06-15
CUST104303,Free,Inactive,2025-06-02
CUST104304,Premium,Inactive,2025-06-16
CUST104305,Premium,Active,2025-06-15
CUST104306,Free,Inactive,2025-06-10
CUST104307,Free,Inactive,2025-06-03
CUST104308,Free,Active,2025-06-12
CUST104309,Premium,Inactive,2025-06-13
CUST104310,Free,Inactive,2025-06-07
CUST104311,Premium,Active,2025-06-13
CUST104312,Premium,Inactive,2025-06-15
CUST104313,Premium,Inactive,2025-06-11
CUST104314,Free,Active,2025-06-21
CUST104315,Free,Active,2025-06-02
CUST104316,Premium,Inactive,2025-06-17
CUST104317,Premium,Inactive,2025-06-05
CUST104318,Premium,Inactive,2025-06-02
CUST104319,Premium,Inactive,2025-06-14
CUST104320,Premium,Inactive,2025-06-06
CUST104321,Free,Inactive,2025-06-16
CUST104322,Premium,Inactive,2025-06-08
CUST104323,Free,Active,2025-06-11
CUST104324,Premium,Active,2025-06-10
CUST104325,Premium,Inactive,2025-06-09
CUST104326,Free,Active,2025-06-17
CUST104327,Free,Inactive,2025-06-11
CUST104328,Free,Active,2025-06-11
CUST104329,Free,Inactive,2025-06-07
CUST104330,Free,Inactive,2025-06-11
CUST104331,Premium,Active,2025-06-01
CUST104332,Premium,Inactive,2025-06-20
CUST104333,Free,Inactive,2025-06-09
CUST104334,Free,Inactive,2025-06-16
CUST104335,Premium,Inactive,2025-06-04
CUST104336,Premium,Inactive,2025-06-04
CUST104337,Free,Inactive,2025-06-22
CUST104338,Free,Inactive,2025-06-14
CUST104339,Free,Inactive,2025-06-13
CUST104340,Free,Active,2025-06-22
CUST104341,Free,Active,2025-06-03
CUST104342,Premium,Inactive,2025-06-22
CUST104343,Free,Active,2025-06-05
CUST104344,Free,Active,2025-06-22
CUST104345,Premium,Inactive,2025-06-09
CUST104346,Free,Inactive,2025-06-12
CUST104347,Premium,Inactive,2025-06-14
CUST104348,Premium,Inactive,2025-06-18
CUST104349,Premium,Inactive,2025-06-22
CUST104350,Premium,Active,2025-06-07
CUST104351,Premium,Active,2025-06-18
CUST104352,Premium,Inactive,2025-06-09
CUST104353,Free,Active,2025-06-18
CUST104354,Premium,Inactive,2025-06-04
CUST104355,Free,Active,2025-06-19
CUST104356,Premium,Inactive,2025-06-19
CUST104357,Free,Active,2025-06-02
CUST104358,Free,Inactive,2025-06-09
CUST104359,Premium,Inactive,2025-06-20
CUST104360,Premium,Active,2025-06-09
CUST104361,Free,Inactive,2025-06-15
CUST104362,Premium,Inactive,2025-06-20
CUST104363,Premium,Active,2025-06-08
CUST104364,Premium,Active,2025-06-15
CUST104365,Premium,Active,2025-06-08
CUST104366,Premium,Inactive,2025-06-09
CUST104367,Premium,Active,2025-06-19
CUST104368,Free,Active,2025-06-14
CUST104369,Premium,Active,2025-06-19
CUST104370,Free,Inactive,2025-06-08
CUST104371,Free,Active,2025-06-11
CUST104372,Premium,Active,2025-06-12
CUST104373,Premium,Active,2025-06-06
CUST104374,Premium,Active,2025-06-03
CUST104375,Free,Inactive,2025-06-04
CUST104376,Free,Active,2025-06-06
CUST104377,Free,Active,2025-06-18
CUST104378,Premium,Active,2025-06-01
CUST104379,Premium,Active,2025-06-10
CUST104380,Free,Inactive,2025-06-04
CUST104381,Free,Inactive,2025-06-06
CUST104382,Premium,Active,2025-06-20
CUST104383,Premium,Active,2025-06-03
CUST104384,Premium,Active,2025-06-21
CUST104385,Premium,Active,2025-06-15
CUST104386,Free,Inactive,2025-06-15
CUST104387,Free,Active,2025-06-20
CUST104388,Free,Active,2025-06-13
CUST104389,Premium,Active,2025-06-09
CUST104390,Free,Inactive,2025-06-12
CUST104391,Free,Active,2025-06-10
CUST104392,Premium,Active,2025-06-05
CUST104393,Free,Inactive,2025-06-09
CUST104394,Premium,Active,2025-06-12
CUST104395,Free,Inactive,2025-06-08
CUST104396,Free,Inactive,2025-06-19
CUST104397,Free,Inactive,2025-06-15
CUST104398,Free,Active,2025-06-16
CUST104399,Free,Active,2025-06-15
CUST104400,Premium,Active,2025-06-22
CUST104401,Premium,Inactive,2025-06-21
CUST104402,Free,Active,2025-06-05
CUST104403,Free,Active,2025-06-02
CUST104404,Free,Inactive,2025-06-14
CUST104405,Free,Active,2025-06-18
CUST104406,Free,Inactive,2025-06-17
CUST104407,Premium,Active,2025-06-03
CUST104408,Free,Active,2025-06-14
CUST104409,Premium,Active,2025-06-12
CUST104410,Premium,Inactive,2025-06-21
CUST104411,Free,Active,2025-06-15
CUST104412,Free,Active,2025-06-22
CUST104413,Free,Inactive,2025-06-19
CUST104414,Premium,Inactive,2025-06-10
CUST104415,Premium,Inactive,2025-06-09
CUST104416,Premium,Inactive,2025-06-04
CUST104417,Free,Inactive,2025-06-08
CUST104418,Free,Active,2025-06-03
CUST104419,Premium,Inactive,2025-06-10
CUST104420,Premium,Inactive,2025-06-05
